"Species";"NFC";"Legume";"Order";"Family";"Data_fixing";"Source";"Source2";"Data_corrected";"Species_corrected";"Analysed_Werner_etal."
"Tipuana tipu";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium affine";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium africanum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium agrarium";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium albopurpureum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium alpestre";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium alpinum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium amabile";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium ambiguum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium polymorphum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium angustifolium";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium apertum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium argutum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium arvense";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium aureum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium baccarinii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium badium";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium barbigerum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium beckwithii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium bejariense";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium bifidum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium bocconei";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium boissieri";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium brandegeei";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium burchellianum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium campestre";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium canescens";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium echinatum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium carolinianum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium cernuum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium cheranganiense";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium cherleri";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium ciliolatum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium clusii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium clypeatum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium compactum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium scabrum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium cryptopodium";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium cyathiferum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium dalmaticum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium dasyurum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium formosum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium decorum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium depauperatum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium dichotomum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium diffusum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium dubium";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium procumbens";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium supinum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium hybridum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium expansum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium pratense";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium filiforme";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium fucatum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium fragiferum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium glanduliferum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium globosum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"Species_name_corrected";"Not_analysed"
"Trifolium glomeratum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium gracilentum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium grandiflorum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium haydenii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium wormskioldii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium hirtum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium incarnatum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium isodon";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium isthmocarpum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium involucratum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium kingii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium lappaceum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium leucanthum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium ligusticum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium longipes";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium lupinaster";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium squamosum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium masaiense";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium mattirolianum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium medium";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium variegatum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium meneghinianum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium nigrescens";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium michelianum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium micranthum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium microcephalum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium microdon";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium miegeanum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium spadiceum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium mucronatum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium vesiculosum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium nanum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium obscurum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium repens";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium ochroleucum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium oliganthum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"Species_name_corrected";"Analysed"
"Trifolium ornithopodioides";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"Species_name_corrected";"Analysed"
"Trifolium palaestinum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium pallescens";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium pallidum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium pannonicum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium petrisavii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium parryi";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium patens";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium pauciflorum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium philistaeum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium physodes";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium plebeium";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium polystachyum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium pseudostriatum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium reflexum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium resupinatum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium retusum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium rubens";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium rueppellianum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium scutatum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium semipilosum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium simense";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium somalense";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium spumosum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium squarrosum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium stellatum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium steudneri";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium stoloniferum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium striatum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium strictum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"Species_name_corrected";"Analysed"
"Trifolium subterraneum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium suffocatum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium tembense";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium thalii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium tomentosum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium tridentatum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium tumens";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"Data_corrected";"No_correction";"Not_analysed"
"Trifolium uniflorum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium usambarense";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium vernum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trifolium willdenovii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trifolium xerocephalum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trigonella anguina";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trigonella arabica";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"Species_name_corrected";"Analysed"
"Trigonella archiducis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trigonella arcuata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trigonella aurantiaca";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trigonella balansae";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trigonella berythea";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trigonella caerulea";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trigonella calliceras";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trigonella cancellata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trigonella caelesyriaca";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trigonella corniculata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trigonella cretica";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Trigonella cylindracea";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trigonella emodi";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trigonella foenum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trigonella geminiflora";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trigonella glabra";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Trigonella gladiata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
